,Links to real estate
137,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-14-5/ban-hem-noi-bo-12m-3-thang-2-q10-dt-6x12m-4-lau-moi-dep-gia-17-ty-con-thuong-luong-pr42248527
138,https://batdongsan.com.vn/ban-nha-mat-pho-duong-bach-ma-phuong-15-3/ban-ba-vi-khu-cu-xa-bac-hai-dien-tich-4x25m-tret-lung-2-lau-st-gia-20-ty-tl-pr40967345
139,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/ban-hxh-814-p12-q10-ke-ben-mall-dt-4-x16m-gia-14-ty-pr39919262
140,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/ban-hem-xe-tai-449-7-15x18m-tret-2-lau-st-hdt-60tr-th-gia-24-5-ty-tl-pr41141178
141,https://batdongsan.com.vn/ban-nha-rieng-duong-chuyen-dung-9-phuong-phu-my-9/-pho-quan-7-dep-sang-trong-hien-dai-full-noi-that-cao-cap-pr41770473
142,https://batdongsan.com.vn/ban-nha-rieng-duong-pham-huu-lau-phuong-phu-my-9/khu-dan-cu-dong-duc-kinh-doanh-sam-uat-dt-4-8x15m-mat-tien-gia-10-8ty-pr40702979
143,https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tong-nguyen-thi-tran-nha-be-prj-the-sun-residence/ban-khu-dan-cu-tang-full-noi-that-pr42633963
144,https://batdongsan.com.vn/ban-nha-rieng-duong-no-trang-long-phuong-13-7/ban-can-ho-dich-vu-goc-2-mat-tien-ngay-pham-van-dong-tong-8pn-hdt-45-50tr-thang-pr42732272
145,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-minh-khai-phuong-5-8/giap-ben-thanh-hem-kd-q3-4-8x18m-hau-7-7m-3-tang-hdt-50tr-gia-18-ty-tl-pr41155259
146,https://batdongsan.com.vn/ban-nha-rieng-duong-bung-ong-thoan-phuong-phu-huu-2/ban-can-dep-57m2-dat-hem-sat-tp-thu-duc-lh-gia-6-2ty-pr42104645
147,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/ban-hxh-quan-10-dien-tich-4-5-x15m-tret-2-lau-st-gia-15-ty-thuong-luong-pr40349914
148,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-minh-khai-phuong-5-8/-8mx12m-306-q3-hdt-70-tr-mat-tien-kinh-doanh-gia-26-5-ty-pr42558883
149,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-12-5/ban-hxh-8m-3-2-p12-quan-10-dt-4-3-x-15-6m-5-tang-moi-dep-lung-linh-gia-15-ty-tl-pr40706587
150,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-so-8-phuong-hiep-binh-chanh/-4-tang-co-thang-may-23-khu-ben-song-duc-pr41384635
151,https://batdongsan.com.vn/ban-dat-duong-nguyen-thi-ranh-xa-phu-my-hung/ban-tho-cu-mt-gia-nhu-hem-thuan-tien-xay-xuong-pr42202182
152,https://batdongsan.com.vn/ban-dat-duong-so-577-xa-trung-lap-ha/ban-mt-nhua-ngay-tinh-lo-2-tho-cu-xay-dung-ngay-gia-re-beo-pr42584521
153,https://batdongsan.com.vn/ban-nha-rieng-duong-no-trang-long-phuong-13-7/binh-thanh-4mx20-5m-a4-hem-xe-tai-gan-mat-tien-4-tang-moi-82m2-9-6-ti-con-bot-pr42662954
154,https://batdongsan.com.vn/ban-nha-rieng-duong-cao-thang-phuong-12-5/-hxh-6x12m-392-q10-ket-cau-5-tang-ve-gia-14-5ty-co-dong-tien65tr-vi-tri-dep-pr40890067
155,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/ban-4x15m-ham-4-lau-449-q10-gia-chi-15-8-ty-tl-pr40366045
156,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-12-5/sieu-pham-dep-lung-linh-mua-ngay-keo-het-hxh-3-2-p12-q10-dt-6x19m2-gia-32-ty-pr39440205
157,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-van-banh-phuong-14-9/-dien-tich-dep-78m2-4-x-19-4-tang-pn-chi-nhinh-12-ty-pr42588802
158,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cach-mang-thang-tam-phuong-12-5/ban-dep-mt-283-285-cmt8-p12-quan-10-dt-4-5-x-26m2-chi-18-ty-tl-ngay-ha-do-centrosa-pr40472631
159,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-thai-phuong-14-5/ban-8x12m-4-lau-hdt-70-trieu-ly-thuong-kiet-q10-gia-chi-17-5-ty-pr42300190
160,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xa-lo-ha-noi-phuong-thao-dien-prj-masteri-thao-dien/ban-2pn-2wc-tang-cao-tang-mat-gia-cuc-tot-6-3-ty-pr42336587
161,https://batdongsan.com.vn/ban-dat-phuong-linh-dong/hang-dau-tu-lo-hxh-5m-xe-hoi-quay-dau-thu-duc-dien-tich-63-7m2-gia-nhinh-5ty-pr42601080
162,https://batdongsan.com.vn/ban-nha-mat-pho-duong-go-dau-phuong-tan-son-nhi/sieu-vi-tri-c-2-tien-ngay-nga-4-dt-5x16-5m-vuong-dep-da-tru-lo-gioi-pr42663074
163,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-gia-thieu-phuong-vo-thi-sau/ban-toa-tien-p-quan-3-27-x-38m-cn-1005m2-10-tang-hdt-600-000-550-ty-pr42431481
164,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-huu-2-prj-safira-khang-dien/ban-1pn-1wc-54-9m2-full-noi-that-view-noi-khu-gia-2-850-ty-tro-vay-pr42171832
165,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-huu-2-prj-safira-khang-dien/ban-1pn-1wc-54-9m2-full-noi-that-view-boi-dep-gia-3-ty-tro-vay-pr42622174
166,https://batdongsan.com.vn/ban-nha-rieng-duong-su-van-hanh-phuong-12-5/ban-hxh-quan-10-dien-tich-4-5x18m-ham-tret-2-lau-st-gia-ty-thuong-luong-pr42136852
167,https://batdongsan.com.vn/ban-nha-rieng-duong-bui-dinh-tuy-phuong-24/-cu-tien-xay-chdv-dau-tu-giu-dong-tien-dt-khung-77m-hem-xe-hoi-24-binh-thanh-pr42713647
168,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-12-5/duy-nhat-1-can-hem-vip-506-3-2-quan-10-dt-4-5x17m-tret-3-lau-gia-18-5-tytl-khu-dan-tri-cao-pr42164332
169,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-binh-khiem-phuong-ben-nghe/ban-2-mt-noi-bo-rong-10m-q-1-5-1-19-7-97-3m2-34-ty-tl-pr42542476
170,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-12-5/dinh-cu-ban-hem-xe-hoi-506-3-2-q10-6x18m-4-lau-gia-chi-23-ty-pr39728949
171,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-12-5/-6x18m-3-lau-san-thuong-hxh-436a-3-2-cu-xa-nguyen-trung-truc-quan-10-gia-23-9-ty-tl-pr42163943
172,https://batdongsan.com.vn/ban-nha-rieng-duong-t12-xa-tan-quy-tay/ban-chinh-chu-186-m2-gia-3-ty-2-con-thuong-luong-pr42713186
173,https://batdongsan.com.vn/ban-nha-rieng-duong-cao-thang-phuong-12-5/hxh-vip-6-5x16m-q10-3-lau-st-ngay-hado-centrosa-vi-tri-dep-gia-16-8-tytl-hdt-50tr-pr42659151
174,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-2-phuong-phu-my-9/holtel-24-phong-san-hop-dong-thue-60tr-thang-gia-28ty500tr-pr42136695
175,https://batdongsan.com.vn/ban-dat-nen-du-an-xa-phuoc-kieng/-duong-12m-vi-tri-dep-6x18-kdc-dong-bo-co-cong-bao-ve-lien-ke-phu-my-hung-pr42100548
176,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-tan-phong-9-prj-my-giang/-vuon-kdc-2-doi-dien-cong-vien-10-000m2-canh-khu-chung-cu-cao-cap-panorama-pr42603712
177,https://batdongsan.com.vn/ban-dat-duong-tac-xuat-thi-tran-can-thanh/-dep-2-mat-tien-gio-470m2-co-366-tho-cu-chi-65tr-m-pr42649512
178,https://batdongsan.com.vn/ban-nha-mat-pho-pho-nguyen-cu-phuong-thao-dien/ban-37-5-ty-200m2-5pn-4wc-phap-ly-day-du-no-hau-10m-tien-cho-thue-pr42715852
179,https://batdongsan.com.vn/ban-nha-rieng-phuong-phu-my-9/re-hon-thi-truong-2-ty-dac-biet-co-thang-may-phong-cach-hien-dai-sang-trong-q7-gia-13-ty-990-pr42709712
180,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-xa-phu-xuan/that-bat-ngo-pho-goc-2-mat-tien-xe-hoi-de-trong-gia-7-9-ty-9x11m-pr42094367
181,https://batdongsan.com.vn/ban-nha-rieng-duong-dao-tong-nguyen-thi-tran-nha-be-prj-the-sun-residence/ban-pho-hien-dai-xe-hoi-de-trong-khu-dan-cu-5-99-ty-4x13m-pr39593841
182,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-xa-phu-xuan/tim-nguoi-huu-duyen-so-huu-ngay-mot-cap-pho-co-dien-sang-trong-khu-compoud-gia-9-79-ty-5x16m-pr41351249
183,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-phu-my-9/co-hoi-so-huu-dep-me-ly-day-du-noi-that-gia-8-6-ty-5x17m-pr40977354
184,https://batdongsan.com.vn/ban-nha-rieng-duong-chuyen-dung-9-phuong-phu-my-9/-moi-dep-hien-dai-day-du-noi-that-sang-trong-vao-o-ngay-quan-7-gia-7-75-ty-4x16m-pr42006475
185,https://batdongsan.com.vn/ban-nha-rieng-phuong-phu-my-9/sieu-pham-hien-dai-luxury-canh-hung-duong-so-quan-7-gia-16-6-ty-5x16m-pr41340827
186,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-quang-dinh-phuong-11-7/vi-tri-vang-tien-kd-ngay-cho-ba-chieu-dt-11-7x33m-ngang-dep-tien-xay-toa-vp-pr42645990
187,https://batdongsan.com.vn/ban-nha-rieng-duong-to-hien-thanh-phuong-15-3/ban-ngang-7m-hxh-5-tang-quan-10-gia-chi-14-ty-ngay-big-c-pr42331516
188,https://batdongsan.com.vn/ban-nha-rieng-duong-27-phuong-hiep-binh-chanh/-ban-khu-ben-song-27-va-pham-van-dong-gan-song-mat-me-90m2-pr41073868
189,https://batdongsan.com.vn/ban-nha-mat-pho-duong-doan-van-bo-phuong-14/gia-nuoc-8-ty-ban-6-3-ty-mt-q-4-kd-dinh-2-tang-58m2-pr42587299
190,https://batdongsan.com.vn/ban-dat-duong-dang-van-bi-phuong-binh-tho/can-ban-gap-mat-tien-kinh-doanh-truong-thu-duc-158m2-pr41492414
191,https://batdongsan.com.vn/ban-dat-duong-27-phuong-hiep-binh-chanh/ban-biet-thu-27-pham-van-dong-khu-ben-song-190m2-gia-17-8-ty-pr42576243
192,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-lucasta-villa/-doc-quyen-ban-can-vip-nhat-du-an-dien-tich-800m2-ho-boi-rieng-pr37520037
193,https://batdongsan.com.vn/ban-nha-rieng-duong-to-hien-thanh-phuong-13-5/a-6-tang-19-phong-5x25m-hdt-90tr-thang-hxh-gan-mat-tien-22-9-ty-tl-pr42659196
194,https://batdongsan.com.vn/ban-nha-rieng-duong-tran-khanh-du-phuong-tan-dinh-2/-4-tang-thang-may-6-chdv-cao-cap-full-noi-that-hem-sang-10m-nhu-mat-tien-dong-tien-600tr-nam-pr42541944
195,https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-thien-thuat-phuong-1-14/-moi-4-tang-4-3x15m-hdt-45tr-hem-xe-hoi-q3-12-8-ty-thuong-luong-pr42407873
196,https://batdongsan.com.vn/ban-nha-mat-pho-duong-dai-nghia-phuong-6-15/can-goc-6-tang-5-3x15m-12-phong-bang-kinh-doanh-hdt-50tr-ngay-cu-xa-bac-hai-13-8-ty-pr42501300
197,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-vinh-loc-b/ban-lo-c-55-5-m2-goc-1-pn-o-kdc-b-pr42622082
198,https://batdongsan.com.vn/ban-nha-rieng-duong-cong-lo-phuong-15-8/mat-tien-hem-kinh-doanh-hxh-thong-7m-tang-3-4m2x19m-gia-7-ty-6-pr42455581
199,https://batdongsan.com.vn/ban-nha-rieng-duong-thanh-loc-19-1-phuong-thanh-loc-3/-4pn-3wc-59m2-tai-19-q12-tp-hcm-gia-5-25-ty-view-dep-khu-dan-cu-van-xuan-pr42454485
200,https://batdongsan.com.vn/ban-nha-rieng-duong-tan-huong-phuong-tan-quy-2/minh-ban-dep-re-oto-q-phu-chi-7-3-ty-alo-pr42011947
201,https://batdongsan.com.vn/ban-nha-rieng-duong-so-7-phuong-3-20/-48-5m2-6-ty-7pn-7wc-full-noi-that-cho-thue-dong-tien-32tr-sat-cv-gia-dinh-san-bay-tsn-pr42251791
202,https://batdongsan.com.vn/ban-nha-rieng-duong-tan-huong-phuong-tan-quy-2/-phu-3-g-dt-68m2-6-8-x-10-gia-6-3-ty-pr39542989
203,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-truong-van-bang-phuong-thanh-my-loi-prj-du-an-huy-hoang/ban-xay-cao-6-tang-kdc-dt-160m2-8m-x20m-gia-35-ty-2-220-trieu-m2-shr-pr42488563
204,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-phu-huu-2-prj-safira-khang-dien/ban-3pn2wc-90-3m2-view-song-noi-that-xin-gia-ban-5-150-ty-tro-vay-pr42535784
205,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-thi-tran-nha-be/-pho-hien-dai-full-noi-that-cao-cap-kdc-1979-be-pr42465518
206,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-hoa-tham-phuong-6-13/ban-toa-goc-2mt-p6-binh-thanh-dt-11x34m-cn-343m2-kc-ham-7-tang-pr42734972
207,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-van-dang-phuong-thanh-my-loi-prj-vista-verde/-2pn-chuan-song-xanh-gia-sieu-i-co-i-co-1-0-2-pr42343311
208,https://batdongsan.com.vn/ban-dat-duong-ho-hoc-lam-phuong-an-lac-6/ban-nhua-7m-kdc-nam-long-c-sat-le-co-65m2-nhinh-4-ty-pr42700911
209,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-phan-van-dang-phuong-thanh-my-loi-prj-vista-verde/moi-nguoi-chu-y-day-la-2pn-gia-tot-nhat-du-an-vistar-thoi-diem-hien-tai-pr37055556
210,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/vinmes-ban-4-png-ngu-toa-paak-view-song-yen-tinh-lien-he-0938-99-pr42702901
211,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/vinme-ban-2-png-ngu-toa-2-88m2-gia-6-1-ty-bao-het-tat-ca-pr39897634
212,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dien-bien-phu-phuong-22-prj-vinhomes-central-park/vinmes-ban-3-png-ngu-116-m2-toa-gia-10-6-ty-bao-thue-phi-pr41099752
213,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-dau-phuong-5-14/xay-moi-44m2-3-tang-p5-binh-thanh-hxh-7-4-ti-pr42734703
214,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-7-phuong-linh-trung/gia-tot-hang-ngon-o-day-chu-dau-mt-kinh-doanh-tot-128m2-full-tho-cu-p-13ty8-pr42719233
215,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-linh-chieu/-tien-ngay-hoang-dieu-2-2-tang-184-2m2-ngang-20m-duong-12m-duoc-xay-7-tang-13-ty-x-pr42566610
216,https://batdongsan.com.vn/ban-dat-duong-ho-van-tang-xa-tan-phu-trung/ban-that-cu-chi-ko-ao-dt-100m2-t-cu-90m2-cach-dung-100m-gia-1-45-ty-pr42556947
217,https://batdongsan.com.vn/ban-dat-duong-ho-van-tang-xa-tan-phu-trung/can-ban-131-3m2-5x26m-o-cu-chi-gia-cat-lo-1-55-ty-con-tl-so-rieng-pr42558275
218,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-hiep-phu/-tien-kinh-doanh-gan-nga-tu-thu-duc-3-tang-150m2-ngang-8-8m-duong-xe-tang-8-ty-3-pr42637651
219,https://batdongsan.com.vn/ban-nha-rieng-duong-bau-gia-xa-phuoc-vinh-an/-moi-keng-vua-xay-xong-1-tuan-6-x17m-full-noi-that-co-ban-2-9-ty-mat-tien-kinh-doanh-pr42708347
220,https://batdongsan.com.vn/ban-nha-rieng-xa-thoi-tam-thon/ban-cap-4-dt-75m2-hoc-mon-shr-2-ty550-pr42625237
221,https://batdongsan.com.vn/ban-nha-rieng-duong-thoi-tam-thon-10-xa-thoi-tam-thon/ban-132m2-nh-dang-thuc-vinh-hoc-mon-shr-2-ty-940-pr42608814
222,https://batdongsan.com.vn/ban-nha-rieng-duong-so-8-phuong-11-8/ban-hem-8m-gan-thong-t-p11-go-vap-dt-4m-x-23m-4-tang-chi-8-5-ty-pr42637765
223,https://batdongsan.com.vn/ban-nha-rieng-duong-so-21-phuong-8-12/ban-4-tang-ngay-truong-tieu-hoc-luong-the-vinh-p8-gv-hxh-4-9x13-5m-chi-7-1-ty-pr42523635
224,https://batdongsan.com.vn/ban-nha-rieng-duong-bui-quang-la-phuong-12-8/ban-gan-emart-4-tang-6-6x20-123m2-8-8-ty-nhua-5m-thong-p12-go-vap-pr42288295
225,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-lien-phuong-phuong-phu-huu-2-prj-lucasta-villa/chinh-chu-gui-linh-don-lap-798m2-thiet-dinh-cao-miami-pr39741178
226,https://batdongsan.com.vn/ban-nha-rieng-duong-so-9-phuong-16-3/ban-5x16-8-5-tang-260m2-9-9-ty-hem-6m-9-p16-go-vap-gan-truong-vo-thi-sau-pr42511838
227,https://batdongsan.com.vn/ban-dat-duong-hung-long-xa-hung-long-5/ban-dan-cu-1000m2-tuong-lai-len-tho-cu-pr42485650
228,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-nguyen-huu-tho-xa-phuoc-kieng-prj-lavila-kien-a-nha-be/can-ra-gap-106m2-gan-ho-canh-quan-noi-that-full-dep-ban-nhanh-gia-13-5-ty-pr42103781
229,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-11-phuong-truong-tho-2/toa-chdv-mt-11-8m-40m-320m2-ngay-2-p-khoan-125-tr-thang-pr42714539
230,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-tan-phu-19/-pho-2-g-hem-994-sat-my-hung-pr42722330
231,https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-tan-phat-phuong-tan-thuan-tay-1/-dep-mt-hem-270-vao-buoc-chan-ra-mt-duong-pr42714834
232,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tinh-lo-43-phuong-binh-chieu/cuc-hiem-can-ban-tien-43-thu-duc-ngang-12x48-5m-gia-chi-36-ty500-pr42419915
233,https://batdongsan.com.vn/ban-nha-rieng-duong-xo-viet-nghe-tinh-phuong-25/can-ho-dich-vu-11pn-khai-thac-50tr-th-gan-hutech-d2-p25-4x18m-5tam-co-thang-may-pr42608613
234,https://batdongsan.com.vn/ban-nha-mat-pho-duong-van-chung-phuong-13-10/ban-tan-binh-mt-11-dt-4-6x36-xd-1-ham-6-lau-gia-24-ty-gan-nga-tu-hoang-hoa-tham-pr42734010
235,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-saigon-pearl/hai-yen-ban-3-pn-135m2-noi-that-nhap-khau-cao-cap-pr41924420
236,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-saigon-pearl/hai-yen-ban-pentuse-tai-gia-28-ty-full-noi-that-dien-tng-minh-pr40788831
237,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-saigon-pearl/hai-yen-ban-90m2-nha-dep-full-noi-that-hien-dai-pr41791459
238,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-saigon-pearl/hai-yen-ban-3-png-ngu-noi-that-cao-cap-moi-dep-pr40293985
239,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-huu-canh-phuong-22-prj-saigon-pearl/hai-yen-0963-775-ban-ch-4pn-206m2-view-dep-nhat-du-an-t08-2024-gia-23-ty-pr40502510
240,https://batdongsan.com.vn/ban-nha-rieng-duong-dang-van-ngu-phuong-14-9/ban-122-12-14-quan-phu-nhuan-ham-5-tang-ngang-5-7m-moi-pr42734317
241,https://batdongsan.com.vn/ban-dat-xa-phu-hoa-dong/ban-gap-lo-tai-khu-dan-cu-moi-cu-chi-tp-hcm-shr-xay-dung-ngay-pr42699521
242,https://batdongsan.com.vn/ban-nha-rieng-duong-164-xa-binh-my/ban-xuong-200m2-ful-tho-cu-pr42461201
243,https://batdongsan.com.vn/ban-dat-duong-binh-loi-phuong-13-7/sieu-hiem-12m-kdc-size-6x21-view-song-mat-me-gia-tot-pr42734195
244,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trong-tuyen-phuong-1-23/ha-tiep-600trieu-ban-gap-hem-kd-6m-oto-do-cua-45m2-5-tang-chi-11tyx-tl-pr42695485
245,https://batdongsan.com.vn/ban-nha-rieng-duong-nhat-chi-mai-phuong-13-10/ban-khu-vip-t-hem-6m-dien-tich-lon-92m2-vua-o-vua-kinh-doanh-4-tang-12-8ty-tl-pr42709759
246,https://batdongsan.com.vn/ban-nha-rieng-duong-cach-mang-thang-tam-phuong-12-5/ha-do-q10-mtkd-p12-8m-via-he-2m-70m2-a4-4x16-23-9-ti-pr42688582
247,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-linh-xa-an-phu-tay-prj-hqc-plaza/b-cc-so-rieng-binh-chh-1-ty-350-trieu-55m2-2pn-tg-thap-pr42320249
248,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-7-phuong-phu-my-9-prj-khu-dan-cu-phu-my/ban-can-dep-thiet-ke-van-phong-co-thang-may-kdc-quan-7-126m2-huong-tay-bac-pr42071224
249,https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huynh-tan-phat-xa-phu-xuan-prj-kdc-phu-xuan-van-hung-phu/-don-lap-view-song-345-m2-co-ho-boi-karaoke-bida-gia-25-ty-lh-tuan-pr38044492
250,https://batdongsan.com.vn/ban-dat-duong-tac-xuat-thi-tran-can-thanh/san-pham-doc-quyen-chu-giao-ban-nhanh-mt-xuat-pr42639710
251,https://batdongsan.com.vn/ban-nha-rieng-duong-to-hieu-phuong-hiep-tan/chinh-chu-ban-nguyen-can-mt-noi-bo-178-29-p-phu-61-2m2-chi-7-55-ty-pr42230655
252,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ton-dat-tien-phuong-tan-phong-9-prj-the-panorama/-co-san-vuon-rieng-hang-hiem-full-noi-that-cao-cap-so-ng-gia-tot-13-ty-tl-pr40735378
253,https://batdongsan.com.vn/ban-dat-duong-ba-xan-xa-binh-khanh-1/chinh-chu-can-n-2758m2-mt-khu-dan-cu-xan-pr41328181
254,https://batdongsan.com.vn/ban-nha-rieng-duong-co-bac-phuong-1-22/sieu-pham-phu-nhuan-noi-that-ban-chu-gui-4-ty-380-bot-loc-lh-ngay-pr42654187
255,https://batdongsan.com.vn/ban-nha-rieng-duong-bui-van-ngu-phuong-hiep-thanh-3/-91m2-1-tret-1-lung-6-5x14-hem-o-to-phu-hop-de-o-va-kinh-doanh-ngay-gan-cho-thanh-pr41047413
256,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-quoc-thao-phuong-9-5/giam-500tr-ngop-ban-gap-cc-thao-pr42382725
257,https://batdongsan.com.vn/ban-nha-rieng-pho-nguyen-thien-thuat-phuong-2-14/ban-hem-8m-so-16-q3-dien-tich-4x12m-ket-cau-4-tang-gia-10-ty-tl-pr41755912
258,https://batdongsan.com.vn/ban-nha-rieng-duong-de-tham-phuong-pham-ngu-lao-1/-dep-trung-tam-quan-1-phap-ly-chuan-gia-ban-chi-4-3-ty-thuong-luong-xem-lh-pr42655037
259,https://batdongsan.com.vn/ban-nha-rieng-duong-3-2-2-phuong-12-5/-cu-xa-nguyen-trung-truc-3-thang-2-dt-6x17-5-4-tang-gia-22-ty-con-thuong-luong-pr42159490
260,https://batdongsan.com.vn/ban-nha-rieng-duong-binh-loi-phuong-13-7/qua-re-cho-1-sieu-pham-noi-khu-biet-thu-p13-thanh-5x18-89m2-3-tam-gia-12-5-pr42704862
261,https://batdongsan.com.vn/ban-dat-duong-quoc-lo-1-xa-tan-quy-tay/nut-giao-nguyen-van-linh-1-dt-20m-x-50m-1-000m-tho-cu-950m-man-de-thuong-pr42169429
262,https://batdongsan.com.vn/ban-nha-rieng-phuong-tang-nhon-phu-a/dep-t-sieu-phm-3-lng-cch-50m-le-vn-viet-6ty4-pr42633102
263,https://batdongsan.com.vn/ban-dat-duong-so-2-phuong-truong-tho-2/dep-nhat-phan-khuc-lo-kdc-center-home-le-8m-dt-65m2-gia-6ty3-pr42722096
264,https://batdongsan.com.vn/ban-nha-rieng-duong-cu-xa-dong-tien-phuong-14-5/ban-hxh-quan-10-4-5x18m-tret-2-lau-st-vi-tri-dep-gia-14-8-ty-pr40061829
265,https://batdongsan.com.vn/ban-dat-nen-du-an-duong-truong-luu-phuong-long-truong-prj-khu-dan-cu-truong-luu/-3-65-ty-62m2-mat-tien-hem-47-tp-thu-duc-pr42733183
266,https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-phuong-long-binh-3-prj-glory-heights-vinhomes-grand-park/-studio-mua-truc-tiep-tu-chu-uu-dai-nhan-chiet-khau-23-5-tru-truc-tiep-vao-gia-ban-pr42733172
267,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-gia-tri-phuong-25/ban-gap-toa-tien-binh-thanh-7-tang-hdt-350-eu-thang-75-ty-pr42733574
268,https://batdongsan.com.vn/ban-dat-duong-so-48-phuong-hiep-binh-chanh/ban-lo-gia-dau-tu-110m2-d-48-xe-hoi-p-tp-thu-duc-shr-pr42416875
269,https://batdongsan.com.vn/ban-nha-rieng-duong-cach-mang-thang-tam-phuong-7-12/50m2-hxh-6m-thong-cmt8-cu-xa-tu-do-4-tang-5-pn-xe-hoi-ngu-trong-nha-pr42733290
270,https://batdongsan.com.vn/ban-nha-mat-pho-duong-vo-van-tan-phuong-5-8/-tien-ngay-quan-3-dt-6-1x16m-3-g-hddt-100tr-th-gia-39-ty-tl-pr42481798
271,https://batdongsan.com.vn/ban-nha-mat-pho-duong-co-giang-phuong-co-giang/ban-tien-ngay-ng-chung-cu-tan-dang-cap-gia-29-5-ty-pr42218430
272,https://batdongsan.com.vn/ban-nha-mat-pho-duong-su-van-hanh-phuong-12-5/-tien-4x18m-5-tang-hdt-78tr-th-ngay-gan-mall-sam-uat-gia-27-8-ty-tl-pr42064570
273,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-nguyen-cu-trinh/toa-ham-6-tang-tm-quan-1-dt-6x18m-cho-thue-150tr-th-gia-36-5-ty-ban-pr42476407
